pff, 5, 359306, 512
pdf, 5, 235233, 512
pff, 5, 219951, 512
pdf, 5, 97667, 512
pff, 5, 234393, 512
pdf, 5, 112877, 512
pff, 5, 329427, 512
pdf, 5, 203918, 512
pff, 5, 355071, 512
pdf, 5, 235297, 512
pff, 5, 239250, 512
pdf, 5, 112728, 512
pff, 5, 323367, 512
pdf, 5, 205174, 512
pff, 5, 218239, 512
pdf, 5, 97070, 512
pff, 5, 228550, 512
pdf, 5, 112878, 512
pff, 5, 353027, 512
pdf, 5, 234830, 512
pff, 5, 311069, 512
pdf, 5, 190591, 512
pff, 5, 221324, 512
pdf, 5, 97663, 512
pff, 5, 233683, 512
pdf, 5, 97722, 512
pff, 5, 225927, 512
pdf, 5, 112778, 512
pff, 5, 358220, 512
pdf, 5, 235507, 512
pff, 5, 227791, 512
pdf, 5, 97485, 512
pff, 5, 547854, 512
pdf, 5, 433614, 512
pff, 5, 363717, 512
pdf, 5, 235309, 512
pff, 5, 232191, 512
pdf, 5, 97646, 512
pff, 5, 224117, 512
pdf, 5, 97574, 512
